author,cluster,k,pca_dims,silhouette,calinski_harabasz,davies_bouldin
"Pérez Victoria, José María",6,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Morales Sánchez, Juan Carlos",2,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Hernández López de Munaín, Cristina",7,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Suñé, Carlos",7,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Castanys, Santiago",6,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Matesanz del Barrio, Fuencisla",3,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Alcina, Antonio",3,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"González Pacanowska, Dolores",4,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Ruiz Pérez, Luis Miguel",4,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Navarro Carretero, Miguel",4,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Estévez García, Antonio Manuel",4,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Acosta Herrera, Marialbert",1,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Vidal Romero, Antonio",4,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"López Giménez, Juan F.",2,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Oliver Pozo, Francisco Javier",2,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Gómez Díaz, Elena",2,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Zubiaur, Mercedes",5,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Sánchez Luque, Francisco José",6,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Sancho López, Jaime",5,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Berzal Herranz, Alfredo",2,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Gómez Castilla, Jordi",2,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Ortiz Fernández, Lourdes",1,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Márquez Ortiz, Ana María",1,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Sánchez Navarro, Macarena",6,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"López López, Manuel Carlos",0,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Thomas, María del Carmen",0,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"González Rey, Elena",4,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Martín Ibáñez, Javier",1,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Delgado Mora, Mario",4,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Pérez Victoria, José María",8,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Morales Sánchez, Juan Carlos",8,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Hernández López de Munaín, Cristina",5,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Suñé, Carlos",5,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Castanys, Santiago",8,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Matesanz del Barrio, Fuencisla",3,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Alcina, Antonio",3,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"González Pacanowska, Dolores",7,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Ruiz Pérez, Luis Miguel",7,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Navarro Carretero, Miguel",7,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Estévez García, Antonio Manuel",7,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Acosta Herrera, Marialbert",1,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Vidal Romero, Antonio",7,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"López Giménez, Juan F.",6,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Oliver Pozo, Francisco Javier",6,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Gómez Díaz, Elena",6,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Zubiaur, Mercedes",2,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Sánchez Luque, Francisco José",6,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Sancho López, Jaime",2,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Berzal Herranz, Alfredo",6,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Gómez Castilla, Jordi",6,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Ortiz Fernández, Lourdes",1,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Márquez Ortiz, Ana María",1,9,10,0.6287583606536695,12.471586323091715,0.7505080814293217
"Sánchez Navarro, Macarena",3,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"López López, Manuel Carlos",0,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Thomas, María del Carmen",0,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"González Rey, Elena",4,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Martín Ibáñez, Javier",2,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Delgado Mora, Mario",4,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Pérez Victoria, José María",8,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Morales Sánchez, Juan Carlos",8,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Hernández López de Munaín, Cristina",5,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Suñé, Carlos",5,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Castanys, Santiago",8,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Matesanz del Barrio, Fuencisla",7,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Alcina, Antonio",7,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"González Pacanowska, Dolores",1,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Ruiz Pérez, Luis Miguel",1,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Navarro Carretero, Miguel",1,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Estévez García, Antonio Manuel",1,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Acosta Herrera, Marialbert",2,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Vidal Romero, Antonio",1,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"López Giménez, Juan F.",3,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Oliver Pozo, Francisco Javier",3,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Gómez Díaz, Elena",3,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Zubiaur, Mercedes",6,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Sánchez Luque, Francisco José",9,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Sancho López, Jaime",6,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Berzal Herranz, Alfredo",9,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Gómez Castilla, Jordi",3,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Ortiz Fernández, Lourdes",2,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Márquez Ortiz, Ana María",2,10,10,0.6872711658538011,18.677984626781168,0.6094830729137979
"Sánchez Navarro, Macarena",4,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"López López, Manuel Carlos",0,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Thomas, María del Carmen",0,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"González Rey, Elena",3,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Martín Ibáñez, Javier",2,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Delgado Mora, Mario",3,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Pérez Victoria, José María",7,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Morales Sánchez, Juan Carlos",7,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Hernández López de Munaín, Cristina",5,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Suñé, Carlos",5,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Castanys, Santiago",7,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Matesanz del Barrio, Fuencisla",8,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Alcina, Antonio",8,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"González Pacanowska, Dolores",1,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Ruiz Pérez, Luis Miguel",1,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Navarro Carretero, Miguel",1,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Estévez García, Antonio Manuel",1,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Acosta Herrera, Marialbert",2,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Vidal Romero, Antonio",1,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"López Giménez, Juan F.",4,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Oliver Pozo, Francisco Javier",4,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Gómez Díaz, Elena",10,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
