author,cluster,k,pca_dims,silhouette,calinski_harabasz,davies_bouldin
"Morales Sánchez, Juan Carlos",3,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Martín Ibáñez, Javier",1,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Hernández López de Munaín, Cristina",6,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Suñé, Carlos",6,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Castanys, Santiago",0,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Matesanz del Barrio, Fuencisla",5,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Alcina, Antonio",5,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"González Pacanowska, Dolores",2,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Ruiz Pérez, Luis Miguel",2,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Navarro Carretero, Miguel",2,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Estévez García, Antonio Manuel",2,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Acosta Herrera, Marialbert",1,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Vidal Romero, Antonio",2,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"López Giménez, Juan F.",3,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Oliver Pozo, Francisco Javier",3,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Gómez Díaz, Elena",10,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Zubiaur, Mercedes",7,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Sánchez Luque, Francisco José",9,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Sancho López, Jaime",7,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Berzal Herranz, Alfredo",9,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Gómez Castilla, Jordi",10,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Ortiz Fernández, Lourdes",1,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Márquez Ortiz, Ana María",1,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Sánchez Navarro, Macarena",3,12,10,0.6851987666025136,35.364834710383086,0.4064110178484069
"López López, Manuel Carlos",8,12,10,0.6851987666025136,35.364834710383086,0.4064110178484069
"Thomas, María del Carmen",8,12,10,0.6851987666025136,35.364834710383086,0.4064110178484069
"González Rey, Elena",4,12,10,0.6851987666025136,35.364834710383086,0.4064110178484069
"Delgado Mora, Mario",4,12,10,0.6851987666025136,35.364834710383086,0.4064110178484069
"Pérez Victoria, José María",0,12,10,0.6851987666025136,35.364834710383086,0.4064110178484069
